purchase_date,vendor,sku,quantity,unit_cost,invoice_number,product_name
2026-08-11,Valley Craft Collective,BTL-0076,24,21.67,INV-40-18,Juniper & Field Oak Gin
2026-09-10,Valley Craft Collective,BTL-0076,24,21.67,INV-10-18,Juniper & Field Oak Gin
2026-03-14,Pacific Coast Distributing,BTL-0077,24,28.97,INV-190-19,Harbor Lantern Oak Rum
2026-04-13,Pacific Coast Distributing,BTL-0077,24,28.97,INV-160-19,Harbor Lantern Oak Rum
2026-05-13,Pacific Coast Distributing,BTL-0077,24,28.97,INV-130-19,Harbor Lantern Oak Rum
2026-06-12,Pacific Coast Distributing,BTL-0077,24,28.97,INV-100-19,Harbor Lantern Oak Rum
2026-07-12,Pacific Coast Distributing,BTL-0077,24,28.97,INV-70-19,Harbor Lantern Oak Rum
2026-08-11,Pacific Coast Distributing,BTL-0077,24,28.97,INV-40-19,Harbor Lantern Oak Rum
2026-09-10,Pacific Coast Distributing,BTL-0077,24,28.97,INV-10-19,Harbor Lantern Oak Rum
2026-03-14,Heritage Wine & Spirits,BTL-0078,12,35.91,INV-190-19,Valley Loom Oak Wine
2026-04-13,Heritage Wine & Spirits,BTL-0078,12,35.91,INV-160-19,Valley Loom Oak Wine
2026-05-13,Heritage Wine & Spirits,BTL-0078,12,35.91,INV-130-19,Valley Loom Oak Wine
2026-06-12,Heritage Wine & Spirits,BTL-0078,12,35.91,INV-100-19,Valley Loom Oak Wine
2026-07-12,Heritage Wine & Spirits,BTL-0078,12,35.91,INV-70-19,Valley Loom Oak Wine
2026-08-11,Heritage Wine & Spirits,BTL-0078,12,35.91,INV-40-19,Valley Loom Oak Wine
2026-09-10,Heritage Wine & Spirits,BTL-0078,12,35.91,INV-10-19,Valley Loom Oak Wine
2026-03-14,Northstar Beverage,BTL-0079,24,10.34,INV-190-19,Trailhead Oak Beer
2026-04-13,Northstar Beverage,BTL-0079,24,10.34,INV-160-19,Trailhead Oak Beer
2026-05-13,Northstar Beverage,BTL-0079,24,10.34,INV-130-19,Trailhead Oak Beer
2026-06-12,Northstar Beverage,BTL-0079,24,10.34,INV-100-19,Trailhead Oak Beer
2026-07-12,Northstar Beverage,BTL-0079,24,10.34,INV-70-19,Trailhead Oak Beer
2026-08-11,Northstar Beverage,BTL-0079,24,10.34,INV-40-19,Trailhead Oak Beer
2026-09-10,Northstar Beverage,BTL-0079,24,10.34,INV-10-19,Trailhead Oak Beer
2026-03-14,Valley Craft Collective,BTL-0080,24,17.30,INV-190-19,Orchard Vale Oak Liqueur
2026-04-13,Valley Craft Collective,BTL-0080,24,17.30,INV-160-19,Orchard Vale Oak Liqueur
2026-05-13,Valley Craft Collective,BTL-0080,24,17.30,INV-130-19,Orchard Vale Oak Liqueur
2026-06-12,Valley Craft Collective,BTL-0080,24,17.30,INV-100-19,Orchard Vale Oak Liqueur
2026-07-12,Valley Craft Collective,BTL-0080,24,17.30,INV-70-19,Orchard Vale Oak Liqueur
2026-08-11,Valley Craft Collective,BTL-0080,24,17.30,INV-40-19,Orchard Vale Oak Liqueur
2026-09-10,Valley Craft Collective,BTL-0080,24,17.30,INV-10-19,Orchard Vale Oak Liqueur
2026-03-14,Pacific Coast Distributing,BTL-0081,12,24.80,INV-190-20,Cedar Ridge Meadow Whiskey
2026-04-13,Pacific Coast Distributing,BTL-0081,12,24.80,INV-160-20,Cedar Ridge Meadow Whiskey
2026-05-13,Pacific Coast Distributing,BTL-0081,12,24.80,INV-130-20,Cedar Ridge Meadow Whiskey
2026-03-14,Heritage Wine & Spirits,BTL-0082,12,31.81,INV-190-20,Mesa Sol Meadow Tequila
2026-04-13,Heritage Wine & Spirits,BTL-0082,12,31.81,INV-160-20,Mesa Sol Meadow Tequila
2026-05-13,Heritage Wine & Spirits,BTL-0082,12,31.81,INV-130-20,Mesa Sol Meadow Tequila
2026-03-14,Northstar Beverage,BTL-0083,24,38.08,INV-190-20,North Current Meadow Vodka
2026-04-13,Northstar Beverage,BTL-0083,24,38.08,INV-160-20,North Current Meadow Vodka
2026-05-13,Northstar Beverage,BTL-0083,24,38.08,INV-130-20,North Current Meadow Vodka
2026-03-14,Valley Craft Collective,BTL-0084,24,13.90,INV-190-20,Juniper & Field Meadow Gin
2026-04-13,Valley Craft Collective,BTL-0084,24,13.90,INV-160-20,Juniper & Field Meadow Gin
2026-05-13,Valley Craft Collective,BTL-0084,24,13.90,INV-130-20,Juniper & Field Meadow Gin
2026-03-14,Pacific Coast Distributing,BTL-0085,24,20.73,INV-190-21,Harbor Lantern Meadow Rum
2026-04-13,Pacific Coast Distributing,BTL-0085,24,20.73,INV-160-21,Harbor Lantern Meadow Rum
2026-05-13,Pacific Coast Distributing,BTL-0085,24,20.73,INV-130-21,Harbor Lantern Meadow Rum
2026-03-14,Heritage Wine & Spirits,BTL-0086,12,27.07,INV-190-21,Valley Loom Meadow Wine
2026-04-13,Heritage Wine & Spirits,BTL-0086,12,27.07,INV-160-21,Valley Loom Meadow Wine
2026-05-13,Heritage Wine & Spirits,BTL-0086,12,27.07,INV-130-21,Valley Loom Meadow Wine
2026-03-14,Northstar Beverage,BTL-0087,24,34.26,INV-190-21,Trailhead Meadow Beer
2026-04-13,Northstar Beverage,BTL-0087,24,34.26,INV-160-21,Trailhead Meadow Beer
2026-05-13,Northstar Beverage,BTL-0087,24,34.26,INV-130-21,Trailhead Meadow Beer
2026-03-14,Valley Craft Collective,BTL-0088,24,9.05,INV-190-21,Orchard Vale Meadow Liqueur
2026-04-13,Valley Craft Collective,BTL-0088,24,9.05,INV-160-21,Orchard Vale Meadow Liqueur
2026-05-13,Valley Craft Collective,BTL-0088,24,9.05,INV-130-21,Orchard Vale Meadow Liqueur
2026-03-14,Pacific Coast Distributing,BTL-0089,12,16.35,INV-190-22,Cedar Ridge Evening Whiskey
2026-04-13,Pacific Coast Distributing,BTL-0089,12,16.35,INV-160-22,Cedar Ridge Evening Whiskey
2026-05-13,Pacific Coast Distributing,BTL-0089,12,16.35,INV-130-22,Cedar Ridge Evening Whiskey
2026-03-14,Heritage Wine & Spirits,BTL-0090,12,23.56,INV-190-22,Mesa Sol Evening Tequila
2026-04-13,Heritage Wine & Spirits,BTL-0090,12,23.56,INV-160-22,Mesa Sol Evening Tequila
2026-05-13,Heritage Wine & Spirits,BTL-0090,12,23.56,INV-130-22,Mesa Sol Evening Tequila
2026-03-14,Northstar Beverage,BTL-0091,24,30.61,INV-190-22,North Current Evening Vodka
2026-04-13,Northstar Beverage,BTL-0091,24,30.61,INV-160-22,North Current Evening Vodka
2026-05-13,Northstar Beverage,BTL-0091,24,30.61,INV-130-22,North Current Evening Vodka
2026-03-14,Valley Craft Collective,BTL-0092,24,37.22,INV-190-22,Juniper & Field Evening Gin
2026-04-13,Valley Craft Collective,BTL-0092,24,37.22,INV-160-22,Juniper & Field Evening Gin
2026-05-13,Valley Craft Collective,BTL-0092,24,37.22,INV-130-22,Juniper & Field Evening Gin
2026-03-14,Pacific Coast Distributing,BTL-0093,24,12.18,INV-190-23,Harbor Lantern Evening Rum
2026-04-13,Pacific Coast Distributing,BTL-0093,24,12.18,INV-160-23,Harbor Lantern Evening Rum
2026-05-13,Pacific Coast Distributing,BTL-0093,24,12.18,INV-130-23,Harbor Lantern Evening Rum
2026-03-14,Heritage Wine & Spirits,BTL-0094,12,19.47,INV-190-23,Valley Loom Evening Wine
2026-04-13,Heritage Wine & Spirits,BTL-0094,12,19.47,INV-160-23,Valley Loom Evening Wine
2026-05-13,Heritage Wine & Spirits,BTL-0094,12,19.47,INV-130-23,Valley Loom Evening Wine
2026-03-14,Northstar Beverage,BTL-0095,24,26.30,INV-190-23,Trailhead Evening Beer
2026-04-13,Northstar Beverage,BTL-0095,24,26.30,INV-160-23,Trailhead Evening Beer
2026-05-13,Northstar Beverage,BTL-0095,24,26.30,INV-130-23,Trailhead Evening Beer
2026-03-14,Valley Craft Collective,BTL-0096,24,33.97,INV-190-23,Orchard Vale Evening Liqueur
2026-04-13,Valley Craft Collective,BTL-0096,24,33.97,INV-160-23,Orchard Vale Evening Liqueur
2026-05-13,Valley Craft Collective,BTL-0096,24,33.97,INV-130-23,Orchard Vale Evening Liqueur
